author_list,NPI,pub_id,pub_title,pub_date,journal_date
"[{""NPI"":""9017679476""}]",8612763495,89941235,platea dictumst etiam faucibus,9/20/2007,6/11/2011
"[{""NPI"":""3698987708""},{""NPI"":""8669403862""},{""NPI"":""1053627920""}]",9749305817,16424224,odio donec vitae nisi,11/16/2017,5/24/2012
"[{""NPI"":""8405021116""},{""NPI"":""2046631331""},{""NPI"":""4985103950""},{""NPI"":""4979256449""},{""NPI"":""9326646025""}]",3915637696,30239151,vivamus in,2/7/2011,6/22/2009
"[{""NPI"":""8859292697""},{""NPI"":""1744868565""},{""NPI"":""1777453291""},{""NPI"":""2922950425""}]",9528731074,06619428,leo,2/9/2019,9/20/2017
"[{""NPI"":""7183487296""},{""NPI"":2261946848},{""NPI"":""6679946328""},{""NPI"":""7299686015""},{""NPI"":""2696982910""}]",2496698909,25745982,curae nulla dapibus dolor vel est,9/25/2007,1/31/2010
"[{""NPI"":""3703590262""},{""NPI"":""6182487380""},{""NPI"":""6501681073""},{""NPI"":""4295459798""}]",9658191053,88985138,sit amet nulla quisque,8/22/2016,3/9/2019
"[{""NPI"":""6434187122""},{""NPI"":""3548272282""},{""NPI"":""9878050912""},{""NPI"":""9260897807""},{""NPI"":""5772835807""},{""NPI"":""3570762793""}]",5785628651,53882275,id,8/21/2014,8/24/2013
"[{""NPI"":""1687900337""},{""NPI"":""6834840893""},{""NPI"":""9588089719""},{""NPI"":""5162661058""},{""NPI"":""2225887047""},{""NPI"":""3745638867""}]",2983937348,52528140,cum,3/28/2007,1/1/2019
"[{""NPI"":""6760333810""},{""NPI"":""1303879697""},{""NPI"":""9492357747""},{""NPI"":""1023348470""}]",3745638867,84940862,mus etiam vel,2/15/2019,1/22/2017
"[{""NPI"":""9658191053""}]",5559792225,98794942,lacus morbi quis tortor,12/27/2007,10/1/2011
"[{""NPI"":""6098052913""},{""NPI"":""7995049358""},{""NPI"":""1784679844""}]",9649090223,30707411,luctus ultricies,1/12/2018,1/19/2016
"[{""NPI"":""2887899473""},{""NPI"":""4985103950""},{""NPI"":""1663050155""},{""NPI"":""0647118076""}]",3953606786,56657137,aliquet,1/5/2011,9/15/2015
"[{""NPI"":""0205319262""},{""NPI"":""8249014723""},{""NPI"":""7220040350""},{""NPI"":""5546574046""},{""NPI"":""1229100660""},{""NPI"":""3037443618""}]",4320089642,00740230,ligula,6/4/2009,6/14/2009
"[{""NPI"":""7267330606""},{""NPI"":""7903195441""},{""NPI"":""3904531980""},{""NPI"":""1049760247""},{""NPI"":""8362755792""}]",6388276458,11747410,ante ipsum primis in,7/3/2008,6/22/2014
"[{""NPI"":""8202562279""},{""NPI"":""0047361956""},{""NPI"":""3904531980""},{""NPI"":""1798477564""},{""NPI"":""7332735520""}]",2452628093,34990296,nulla nisl nunc nisl duis,12/7/2007,10/15/2017
"[{""NPI"":""7183487296""},{""NPI"":""0281625514""}]",4697857933,79166934,ridiculus mus vivamus vestibulum sagittis sapien,4/11/2017,11/17/2009
"[{""NPI"":""6383124242""}]",0822837102,79032308,odio donec vitae nisi nam ultrices,9/17/2018,8/9/2011
"[{""NPI"":""0242094686""}]",6989816260,67072651,interdum mauris non,5/14/2017,12/28/2009
"[{""NPI"":""5709621072""},{""NPI"":""4054702856""},{""NPI"":""2267057123""},{""NPI"":""8064436516""}]",8378720772,95015530,nascetur ridiculus mus etiam vel augue,5/11/2009,3/17/2008
"[{""NPI"":""7049246921""},{""NPI"":""3483434402""},{""NPI"":""6818637140""},{""NPI"":""9017679476""},{""NPI"":""7968486696""},{""NPI"":""1609004205""}]",2624705767,88966709,eros vestibulum ac est lacinia nisi,12/3/2017,8/4/2014
"[{""NPI"":""7875570840""},{""NPI"":""8410022966""}]",7647294385,00174097,suspendisse ornare consequat lectus in est,12/14/2015,8/1/2009
"[{""NPI"":""4661071719""},{""NPI"":""7473462687""},{""NPI"":""7501549400""},{""NPI"":""7002885340""},{""NPI"":""9591791461""}]",7162880134,13542126,suscipit ligula in lacus curabitur,10/7/2012,3/3/2011
"[{""NPI"":""2061416837""},{""NPI"":""7475706524""},{""NPI"":""8577249271""}]",1784464848,11360115,sed justo pellentesque,8/24/2013,12/10/2007
"[{""NPI"":""9584980424""},{""NPI"":""6870320748""},{""NPI"":""9415188421""}]",8410022966,09762156,id,12/24/2006,6/28/2017
"[{""NPI"":""1039656927""},{""NPI"":""0951779311""},{""NPI"":""2290403172""},{""NPI"":""0483466867""}]",4082573690,77287981,morbi,11/8/2017,7/7/2010
"[{""NPI"":""5900482332""},{""NPI"":""3914514949""},{""NPI"":""2506404694""},{""NPI"":""7888350801""},{""NPI"":""8378720772""},{""NPI"":""2743207280""}]",0418262446,96446082,eleifend quam a odio in hac,1/16/2019,1/14/2010
"[{""NPI"":""6218929833""},{""NPI"":""7397446779""},{""NPI"":""1763414329""},{""NPI"":""9260897807""}]",1662892039,44899353,est lacinia nisi venenatis tristique fusce,10/14/2011,6/12/2018
"[{""NPI"":""1535680156""},{""NPI"":""2792742674""},{""NPI"":""5553063949""},{""NPI"":""7667532974""}]",4584282374,65992298,pellentesque viverra pede,3/10/2009,1/3/2007
"[{""NPI"":""6411633177""},{""NPI"":""0090717546""},{""NPI"":""5553063949""},{""NPI"":""4561212906""}]",4474315367,22709942,et eros vestibulum,8/22/2017,10/9/2010
"[{""NPI"":""5215506973""},{""NPI"":""2854079868""},{""NPI"":""2725197791""},{""NPI"":""3069708528""},{""NPI"":""8669403862""},{""NPI"":""8524732202""}]",9916276722,11066040,vitae nisl aenean lectus pellentesque eget,6/17/2012,11/10/2013
"[{""NPI"":""1224777417""},{""NPI"":""3853627595""}]",9473000162,41112196,id sapien in sapien iaculis congue,7/6/2018,12/8/2016
"[{""NPI"":""5518415508""}]",8249014723,54775138,nulla tellus,4/6/2010,2/8/2012
"[{""NPI"":""4344885791""}]",0242214002,63613620,ante,11/3/2016,12/23/2009
"[{""NPI"":""0014579480""},{""NPI"":""6157562781""},{""NPI"":""2947368231""},{""NPI"":""8570374437""},{""NPI"":""3069708528""},{""NPI"":""7823301016""}]",4026044416,16056105,pulvinar nulla pede,11/30/2008,1/3/2015
"[{""NPI"":""6273581444""},{""NPI"":""9054754559""},{""NPI"":""6411633177""},{""NPI"":""4869605872""},{""NPI"":""1535680156""},{""NPI"":""7469272615""}]",7643242038,86943374,in,7/7/2014,6/17/2006
"[{""NPI"":""0704078880""},{""NPI"":""6834840893""},{""NPI"":""5391262070""},{""NPI"":""3428933001""},{""NPI"":""0134892658""}]",1581686382,98262992,nibh in lectus,12/2/2006,3/20/2016
"[{""NPI"":""9587376919""},{""NPI"":""1900519798""}]",7162880134,42975962,venenatis lacinia aenean sit,4/21/2012,3/21/2018
"[{""NPI"":""8293896841""},{""NPI"":""2210247446""},{""NPI"":""8800207952""}]",7758980430,78031229,quis justo,2/25/2010,3/19/2010
"[{""NPI"":""8209242768""},{""NPI"":""9024129249""},{""NPI"":""4829588411""},{""NPI"":""2653744104""},{""NPI"":""1867394928""}]",7912721363,90166719,a,6/20/2007,5/2/2019
"[{""NPI"":""6922899598""},{""NPI"":""2122646853""},{""NPI"":""4736470607""},{""NPI"":""7535485235""}]",7086233765,39611962,lectus,2/23/2007,11/23/2009
"[{""NPI"":""7168740733""},{""NPI"":""1346802653""}]",3455200745,90679176,lorem,8/26/2010,8/19/2015
"[{""NPI"":""6787560788""}]",6501681073,25515474,potenti in,7/11/2017,3/23/2009
"[{""NPI"":""1160768218""},{""NPI"":""2347406086""},{""NPI"":""1490869166""},{""NPI"":""5546574046""},{""NPI"":""3486136194""}]",9591791461,16585044,quis lectus suspendisse potenti in eleifend,11/25/2012,10/8/2007
"[{""NPI"":""3299175882""},{""NPI"":""3460548843""},{""NPI"":""3929651106""}]",5012024974,64952364,posuere cubilia curae nulla dapibus dolor,8/10/2014,8/30/2018
"[{""NPI"":""3621457119""},{""NPI"":""6787560788""}]",6415018140,24337360,vestibulum quam sapien varius ut blandit,6/12/2019,5/28/2007
"[{""NPI"":""9041868070""},{""NPI"":""2613282886""},{""NPI"":""2887899473""},{""NPI"":""8179915778""}]",1643210017,99360285,eget orci vehicula condimentum,11/23/2009,10/10/2010
"[{""NPI"":""7044669506""},{""NPI"":""3314313276""},{""NPI"":""4727761386""},{""NPI"":""7954677850""},{""NPI"":""5458603362""}]",8669403862,29522460,eu tincidunt in leo,3/3/2009,10/7/2012
"[{""NPI"":""9709431773""}]",5269221810,27349381,diam in magna,4/27/2017,3/10/2007
"[{""NPI"":""5563497097""},{""NPI"":""3914514949""}]",2519993871,67062908,nunc rhoncus dui vel sem sed,11/27/2005,1/8/2007
"[{""NPI"":""7482370919""}]",4564037501,44437230,blandit ultrices,7/22/2014,9/18/2009
"[{""NPI"":""5156132464""},{""NPI"":""7473462687""},{""NPI"":""6410306830""},{""NPI"":""2583540181""}]",4083154756,50995022,nulla nisl nunc nisl duis,7/18/2007,12/22/2016
"[{""NPI"":""4571188919""},{""NPI"":""1138375586""},{""NPI"":""0268243751""},{""NPI"":""2693293162""},{""NPI"":""6123749420""}]",6314554896,70684409,habitasse platea dictumst morbi vestibulum velit,10/23/2008,1/13/2014
"[{""NPI"":""1482536870""}]",4749261777,95611074,maecenas ut massa quis,9/26/2010,11/17/2005
"[{""NPI"":""6765949437""}]",0238657965,66041404,justo sollicitudin,9/23/2010,9/1/2019
"[{""NPI"":""8786548263""},{""NPI"":""5808297257""},{""NPI"":""1149721324""},{""NPI"":""7068487122""},{""NPI"":""2076572457""},{""NPI"":""6835294825""}]",4901848194,34985498,proin leo,7/8/2012,12/5/2014
"[{""NPI"":""1099934281""},{""NPI"":""4445162957""}]",9593022589,13536970,donec posuere metus,6/19/2006,8/14/2013
"[{""NPI"":""4958201440""},{""NPI"":""3914514949""},{""NPI"":""3925614427""},{""NPI"":""6063662731""},{""NPI"":""2076572457""}]",7995049358,98680219,augue a suscipit nulla,3/4/2012,3/27/2016
"[{""NPI"":""6205331853""},{""NPI"":""7496386340""},{""NPI"":""5084347303""},{""NPI"":""4382740339""}]",1598058509,98789451,sociis,7/30/2018,4/18/2019
"[{""NPI"":""0704078880""}]",7667532974,93914561,at diam nam,10/13/2011,5/21/2011
"[{""NPI"":""4295459798""},{""NPI"":""1699710619""},{""NPI"":""8120580168""},{""NPI"":""8298837126""},{""NPI"":""0805024921""},{""NPI"":""7168089099""}]",6734301958,08040961,id massa,7/7/2008,12/8/2010
"[{""NPI"":""1149721324""},{""NPI"":""0268708940""},{""NPI"":""8640861250""},{""NPI"":""5716356397""},{""NPI"":""3592115715""},{""NPI"":""7578435884""}]",4961943819,35258063,augue aliquam erat volutpat in,1/8/2009,4/8/2012
"[{""NPI"":""6421369235""}]",1719757712,14723137,ligula in lacus curabitur at,11/21/2007,8/10/2012
"[{""NPI"":""0412527561""},{""NPI"":""5929901651""},{""NPI"":""2595448781""}]",7857315885,29343853,vel augue vestibulum rutrum rutrum,10/7/2018,7/13/2015
"[{""NPI"":""9158908625""},{""NPI"":""3592115715""},{""NPI"":""7330842532""},{""NPI"":""1709404426""},{""NPI"":""5772835807""},{""NPI"":""4131576406""}]",3682510400,36595659,in eleifend quam a odio in,11/8/2010,4/24/2010
"[{""NPI"":""5882901839""},{""NPI"":""1099934281""},{""NPI"":""6679946328""},{""NPI"":""1258430630""},{""NPI"":""6501681073""}]",5268831550,71184693,dis parturient,3/2/2014,3/20/2008
"[{""NPI"":""2209911303""},{""NPI"":""4131576406""}]",9635954115,00464776,dictumst etiam faucibus,2/15/2018,1/18/2009
"[{""NPI"":""6631412293""},{""NPI"":""8735784962""},{""NPI"":""1938984307""},{""NPI"":""0543863719""},{""NPI"":""4785806230""},{""NPI"":""7344445298""}]",3126374158,98975776,platea dictumst,5/5/2017,6/7/2008
"[{""NPI"":""6563491553""},{""NPI"":""3784981348""}]",8558938288,99647236,risus praesent lectus vestibulum quam sapien,5/10/2008,4/4/2011
"[{""NPI"":""7267330606""},{""NPI"":""7397446779""},{""NPI"":""7220040350""},{""NPI"":""4092128347""},{""NPI"":""8298837126""},{""NPI"":""8930406912""}]",1419558978,90841157,interdum mauris ullamcorper purus sit,6/2/2015,4/15/2010
"[{""NPI"":""3299320645""},{""NPI"":""3386179517""}]",1032173688,53542051,vitae nisl aenean lectus pellentesque eget,8/21/2009,4/16/2019
"[{""NPI"":""5673774869""},{""NPI"":""8237497406""},{""NPI"":""3343410578""},{""NPI"":""9674935967""}]",0239419383,09329726,metus vitae ipsum aliquam non,12/10/2016,9/18/2011
"[{""NPI"":""2506404694""},{""NPI"":""2743207280""},{""NPI"":""8773304212""},{""NPI"":""0425479188""},{""NPI"":""0317242318""},{""NPI"":""0014579480""}]",1537349686,60205468,mi,8/12/2012,8/31/2016
"[{""NPI"":""0225551551""},{""NPI"":""6736083516""},{""NPI"":""3486136194""},{""NPI"":""3952117293""},{""NPI"":""0053015207""},{""NPI"":""1535680156""}]",3323926625,31196887,in faucibus,12/14/2011,11/13/2006
"[{""NPI"":""1900519798""}]",3274698784,11907115,at velit eu est congue,5/8/2009,8/20/2012
"[{""NPI"":""4350532102""},{""NPI"":""0120954435""},{""NPI"":""3805953550""}]",9075745176,45352357,in quis justo maecenas rhoncus,2/15/2010,2/14/2011
"[{""NPI"":""0018777015""},{""NPI"":""9063999194""},{""NPI"":""3530163740""},{""NPI"":""2725197791""},{""NPI"":""3558632222""}]",1662892039,79269719,quam pharetra magna,1/31/2014,8/17/2018
"[{""NPI"":""1308359969""},{""NPI"":""3408675813""},{""NPI"":""4037130068""},{""NPI"":""6878406951""},{""NPI"":""7183487296""},{""NPI"":""4757153597""}]",4757153597,36776077,orci pede venenatis non,3/21/2008,12/5/2015
"[{""NPI"":""9869563791""},{""NPI"":""4727502631""},{""NPI"":""2613282886""},{""NPI"":""4054702856""}]",1837300968,54964416,ipsum primis in faucibus orci,9/19/2009,7/13/2012
"[{""NPI"":""0211496081""}]",3976588849,27602501,congue elementum,5/18/2010,8/16/2011
"[{""NPI"":""5888024694""},{""NPI"":""1968499628""},{""NPI"":""4013160072""},{""NPI"":""7927274589""},{""NPI"":""6736083516""},{""NPI"":""6851194791""}]",4592756320,87391900,nulla eget eros elementum pellentesque quisque,4/4/2013,2/6/2006
"[{""NPI"":""4344885791""}]",0317242318,87892105,massa,2/28/2015,12/6/2016
"[{""NPI"":""3374299571""}]",2026578567,19484791,ipsum dolor sit,9/26/2011,2/19/2013
"[{""NPI"":""1944138749""},{""NPI"":""7708382084""},{""NPI"":""3408675813""}]",4781276229,67455988,dapibus dolor vel,1/5/2013,12/21/2017
"[{""NPI"":""8274332342""},{""NPI"":""0047361956""}]",2313047911,07029724,luctus tincidunt nulla,1/31/2017,7/27/2015
"[{""NPI"":""0761842233""},{""NPI"":""9054754559""}]",2519993871,34408839,tortor duis mattis egestas metus,6/1/2012,1/16/2010
"[{""NPI"":""9052994528""},{""NPI"":""4320089642""},{""NPI"":""5445749053""},{""NPI"":""9187876582""}]",9943583762,21983933,donec ut mauris eget massa tempor,4/25/2008,4/13/2019
"[{""NPI"":""1944404163""},{""NPI"":""6736083516""}]",5597346776,02215301,odio,6/19/2008,12/21/2009
"[{""NPI"":""4474315367""},{""NPI"":""9689424033""},{""NPI"":""0172096243""}]",2624705767,91132940,nec sem duis aliquam,1/16/2018,10/3/2013
"[{""NPI"":""0722291973""},{""NPI"":""6395063200""},{""NPI"":""9603555312""},{""NPI"":""5268831550""},{""NPI"":""0359405274""},{""NPI"":""5338463008""}]",1346802653,56975884,elit ac,12/28/2008,12/15/2017
"[{""NPI"":""6683286191""}]",5739509440,14957421,convallis duis consequat dui nec,12/30/2018,4/22/2017
"[{""NPI"":""1155276051""},{""NPI"":""4426041805""},{""NPI"":""8846736419""}]",8896992702,81145303,in tempor turpis nec,1/5/2012,11/27/2009
"[{""NPI"":""6818637140""},{""NPI"":""0761842233""},{""NPI"":""3037443618""}]",7927274589,28739338,vivamus,1/22/2012,12/14/2011
"[{""NPI"":""1172238189""},{""NPI"":""3059594066""},{""NPI"":""6834840893""},{""NPI"":""0238657965""},{""NPI"":""0485390701""}]",5082488562,75172957,cubilia curae mauris,5/30/2018,9/27/2017
"[{""NPI"":""7459590231""},{""NPI"":""5334498184""}]",2162685434,96914272,duis faucibus accumsan odio,2/12/2013,11/18/2010
"[{""NPI"":""1777453291""}]",7387603766,55003581,ornare consequat lectus in est risus,2/18/2008,10/19/2007
"[{""NPI"":""0560581432""}]",0359405274,73295787,mauris ullamcorper purus,9/26/2013,6/8/2016
"[{""NPI"":""5435385431""},{""NPI"":""1744868565""},{""NPI"":""6098052913""},{""NPI"":""4676038909""}]",6793046136,18642880,etiam justo etiam,7/8/2010,6/17/2016
"[{""NPI"":""3558632222""},{""NPI"":""5683334640""},{""NPI"":""8237497406""},{""NPI"":""6734301958""},{""NPI"":""0359405274""}]",0605985987,24249075,dictumst aliquam augue quam,10/24/2014,1/14/2018
"[{""NPI"":""7857315885""},{""NPI"":""1164206443""},{""NPI"":""9656336151""},{""NPI"":""4975961342""},{""NPI"":""0735929319""},{""NPI"":""7875570840""}]",6453132370,68910659,commodo placerat,11/11/2007,3/29/2019
"[{""NPI"":""7061151757""},{""NPI"":""8378720772""},{""NPI"":""9063999194""},{""NPI"":""6123749420""}]",6501681073,64996009,semper,3/20/2009,6/8/2011
"[{""NPI"":""3292848067""},{""NPI"":""1535680156""},{""NPI"":""0242214002""},{""NPI"":""7440411498""}]",9211918448,95383594,volutpat dui,5/27/2007,7/19/2018
"[{""NPI"":""2291737252""}]",4617162100,96252294,ut,12/30/2012,3/14/2006
"[{""NPI"":""8269024465""},{""NPI"":""2503804012""},{""NPI"":""0805024921""}]",7475706524,26434089,volutpat,5/31/2012,10/8/2007
"[{""NPI"":""7832317000""},{""NPI"":""4687390331""},{""NPI"":""8558938288""},{""NPI"":8140640816},{""NPI"":""9415188421""}]",6770935260,21775458,est congue,6/28/2006,11/2/2014
"[{""NPI"":""3142067604""},{""NPI"":""8362755792""},{""NPI"":""0371853672""}]",1065893191,33173881,luctus et ultrices posuere cubilia,9/6/2009,8/29/2013
"[{""NPI"":""6808451869""},{""NPI"":""9268921456""},{""NPI"":""7002885340""},{""NPI"":""0168984695""},{""NPI"":""2503804012""}]",0418262446,92085930,commodo vulputate justo in,2/1/2013,7/19/2015
"[{""NPI"":""4979256449""},{""NPI"":""6563491553""},{""NPI"":""5206690554""},{""NPI"":""1053627920""},{""NPI"":""4869605872""}]",9040239207,61518648,lacus,6/14/2010,8/13/2007
"[{""NPI"":""8097795310""},{""NPI"":""6765949437""},{""NPI"":""3870230169""}]",1314186108,73265179,primis,11/29/2010,9/16/2007
"[{""NPI"":""1663050155""},{""NPI"":""9902823335""}]",0543863719,49690470,pede libero quis orci,6/7/2006,4/18/2019
"[{""NPI"":""9985719786""}]",2067408038,83818635,morbi vestibulum velit id pretium,1/20/2018,3/25/2011
"[{""NPI"":""6380993843""},{""NPI"":""1643210017""},{""NPI"":""9054754559""},{""NPI"":""7064671387""}]",9258141458,82623108,facilisi cras non velit nec nisi,11/15/2013,6/6/2009
"[{""NPI"":""7114485239""},{""NPI"":""7482370919""},{""NPI"":""9658191053""}]",8173170347,47259539,venenatis tristique fusce,5/17/2016,6/28/2017
"[{""NPI"":""6578973567""},{""NPI"":""6434187122""},{""NPI"":""7436573020""}]",7080997771,98353527,et tempus,4/23/2013,8/23/2008
"[{""NPI"":""5269221810""},{""NPI"":""1574979531""},{""NPI"":""8287921767""},{""NPI"":""6765949437""},{""NPI"":""2046631331""},{""NPI"":""4295459798""}]",3548726984,92303783,morbi non lectus aliquam sit,7/7/2017,7/8/2008
"[{""NPI"":""2873377070""},{""NPI"":""8858097866""},{""NPI"":""1950337383""},{""NPI"":""1755355297""},{""NPI"":""3809560022""},{""NPI"":""1412701643""}]",6678092945,50197476,tellus in,4/3/2019,8/1/2016
"[{""NPI"":""8570374437""}]",1504447093,13696358,sapien non mi integer ac neque,3/22/2011,7/2/2014
"[{""NPI"":""1560368330""},{""NPI"":""6297715769""}]",5303135381,08038548,donec posuere metus,5/30/2009,6/24/2018
"[{""NPI"":""2752432445""},{""NPI"":""8269024465""}]",9985719786,00473342,tortor,4/10/2007,7/13/2012
"[{""NPI"":""8524732202""},{""NPI"":""6345612162""}]",0258695528,09886806,eget eros elementum pellentesque quisque,9/15/2011,8/7/2017
"[{""NPI"":""7162880134""},{""NPI"":""5901153812""}]",2085462057,71820697,non mattis pulvinar nulla pede,4/19/2013,9/4/2016
"[{""NPI"":""6086819661""},{""NPI"":""3195390361""},{""NPI"":""4564037501""},{""NPI"":""8471573857""},{""NPI"":""9121204020""},{""NPI"":""9658191053""}]",2046631331,95076071,aenean lectus pellentesque,2/12/2018,4/24/2008
"[{""NPI"":""2696982910""},{""NPI"":""4003589343""},{""NPI"":""4975961342""},{""NPI"":""9041868070""},{""NPI"":""4701872040""},{""NPI"":""8033848154""}]",0351710353,43480380,in,12/22/2006,7/6/2013
"[{""NPI"":""8410022966""},{""NPI"":""8362755792""},{""NPI"":""4785806230""}]",9584980424,88980979,vulputate elementum nullam,9/14/2019,7/3/2013
"[{""NPI"":""9054307080""},{""NPI"":""7621291974""}]",6878518210,51305798,turpis sed ante vivamus tortor,5/13/2010,2/7/2014
"[{""NPI"":""6203610232""},{""NPI"":""2654745163""}]",8558938288,45431225,mollis molestie lorem quisque,12/23/2008,12/5/2007
"[{""NPI"":""8735980214""},{""NPI"":3953606786},{""NPI"":""4408586110""}]",4797608099,22936115,molestie lorem quisque ut erat curabitur,3/29/2014,9/10/2012
"[{""NPI"":""8735980214""},{""NPI"":""6922899598""},{""NPI"":""9343151454""},{""NPI"":""0325902275""},{""NPI"":""0242214002""},{""NPI"":""2267057123""}]",5991364923,74643094,molestie nibh in,12/21/2007,9/27/2019
"[{""NPI"":""6205331853""},{""NPI"":""5012024974""},{""NPI"":""5546574046""},{""NPI"":""0359962181""},{""NPI"":""3428933001""}]",7959277311,40419445,sapien,4/17/2010,12/20/2015
"[{""NPI"":""7855327584""}]",6000067615,66359693,tortor id nulla,10/13/2007,8/2/2007
"[{""NPI"":""4232895191""},{""NPI"":""7903195441""},{""NPI"":4901848194},{""NPI"":""1242997695""},{""NPI"":""9582816570""},{""NPI"":""4138512330""}]",0105322903,47212426,congue elementum in hac,7/27/2010,8/24/2018
"[{""NPI"":""4037130068""}]",0605985987,83380856,amet justo morbi ut odio cras,12/19/2005,1/27/2015
"[{""NPI"":""1953564151""},{""NPI"":""6086819661""},{""NPI"":""3324470730""},{""NPI"":""6490334372""},{""NPI"":""0351710353""},{""NPI"":""3431218679""}]",1670762823,52712273,dapibus augue,1/25/2011,12/1/2018
"[{""NPI"":""4862985874""},{""NPI"":""9307707596""},{""NPI"":""5583334363""}]",4564037501,37474267,ut,8/19/2013,7/21/2012
"[{""NPI"":""8711885939""},{""NPI"":""7501549400""},{""NPI"":""5882901839""},{""NPI"":""4083154756""},{""NPI"":""6241457489""},{""NPI"":""9084964497""}]",4350532102,39662510,ac diam cras pellentesque,1/13/2011,5/27/2007
"[{""NPI"":""4138512330""}]",0225551551,29421474,nulla suspendisse potenti cras in,1/6/2010,6/14/2014
"[{""NPI"":3500222013}]",1482536870,24029575,maecenas tincidunt lacus at,9/14/2008,10/24/2015
"[{""NPI"":""0776164376""},{""NPI"":""3517223859""},{""NPI"":""3529719129""},{""NPI"":""6411633177""},{""NPI"":""2336637022""}]",1699710619,83602981,lobortis est,2/18/2006,8/11/2014
"[{""NPI"":""6966367605""},{""NPI"":""4561212906""},{""NPI"":""4661071719""},{""NPI"":""9595449903""},{""NPI"":""4727502631""}]",3528589825,85577780,posuere cubilia curae,11/26/2010,7/20/2007
"[{""NPI"":""0631463429""},{""NPI"":""4727502631""}]",0483466867,95238855,tempus,9/14/2008,4/29/2014
"[{""NPI"":""8609043460""},{""NPI"":""0776164376""},{""NPI"":""8669403862""},{""NPI"":""7511762123""},{""NPI"":""0242094686""},{""NPI"":""2045174573""}]",8609043460,48761686,eu pede,8/2/2012,5/30/2007
"[{""NPI"":""7180013633""},{""NPI"":""5269221810""},{""NPI"":""5348623156""},{""NPI"":""2332419470""},{""NPI"":""1837881685""},{""NPI"":""9582816570""}]",3195390361,03801800,eget vulputate,8/30/2010,12/27/2012
"[{""NPI"":""2047782147""},{""NPI"":""1219236861""},{""NPI"":""8372755299""},{""NPI"":""7576240857""}]",9063999194,33709318,enim,8/14/2006,11/11/2007
"[{""NPI"":""2730564101""},{""NPI"":""0517813653""}]",7663664833,11236864,quisque id justo sit amet,3/27/2012,1/26/2014
"[{""NPI"":""4344885791""},{""NPI"":""8496499359""},{""NPI"":""9268921456""}]",2649292431,46440490,nisl duis bibendum felis,3/14/2008,3/5/2011
"[{""NPI"":""9054307080""},{""NPI"":""7478060420""},{""NPI"":""3267657024""},{""NPI"":""4869605872""}]",3840263980,75850013,molestie lorem quisque ut,1/5/2011,3/19/2015
"[{""NPI"":""7868420863""},{""NPI"":""7903195441""},{""NPI"":""0325902275""},{""NPI"":""6563491553""},{""NPI"":""8120580168""}]",7959277311,08569964,consequat morbi a,4/9/2017,2/21/2013
"[{""NPI"":""9106007465""},{""NPI"":""4371174744""},{""NPI"":""7511762123""},{""NPI"":""0631463429""},{""NPI"":""1490008179""}]",9437787751,47063560,interdum in ante vestibulum ante,11/3/2012,11/29/2009
"[{""NPI"":""0647118076""}]",8828863900,22127407,pellentesque viverra pede ac diam,9/24/2010,2/23/2014
"[{""NPI"":""1239424973""},{""NPI"":""8859292697""}]",6278548615,97334889,pretium iaculis justo in hac,12/25/2012,3/4/2012
"[{""NPI"":""8333417124""},{""NPI"":""3961671885""},{""NPI"":""4617162100""},{""NPI"":4961943819},{""NPI"":""0444040579""}]",0138032904,67885396,in quam fringilla rhoncus mauris enim,3/20/2017,10/18/2011
"[{""NPI"":""2535784998""},{""NPI"":""5297768136""},{""NPI"":""4797608099""},{""NPI"":""0038494302""},{""NPI"":""7912721363""}]",3592115715,60072557,interdum in ante vestibulum,8/6/2008,2/4/2018
"[{""NPI"":""6822264043""},{""NPI"":""1831256479""}]",8392678311,50768906,ligula nec sem duis aliquam,6/23/2019,1/14/2016
"[{""NPI"":""6380993843""},{""NPI"":""0425479188""}]",6922899598,54061064,nullam,5/10/2019,2/25/2006
"[{""NPI"":""7061151757""},{""NPI"":""1740187172""},{""NPI"":""9300978942""},{""NPI"":""3037443618""},{""NPI"":""3904531980""},{""NPI"":""6839638235""}]",0804118469,98865198,eu,5/1/2017,6/28/2018
"[{""NPI"":""3412254525""},{""NPI"":""3649717956""},{""NPI"":""2905796464""},{""NPI"":""7854121877""},{""NPI"":""0704371235""},{""NPI"":""7475706524""}]",3989297139,75625274,ut tellus nulla,5/22/2006,9/17/2013
"[{""NPI"":""8828863900""},{""NPI"":""1032173688""},{""NPI"":""4617162100""},{""NPI"":""8290378645""},{""NPI"":""7147537114""},{""NPI"":""3314313276""}]",1384462139,48727611,vestibulum ante,8/20/2016,7/27/2010
"[{""NPI"":""5563497097""}]",9603555312,41169466,ullamcorper,11/26/2018,3/31/2009
"[{""NPI"":""1842183648""},{""NPI"":""9075745176""},{""NPI"":""3488533972""},{""NPI"":""8184237006""}]",5901153812,44318686,ut erat,10/5/2018,9/5/2007
"[{""NPI"":""5012024974""},{""NPI"":""4727502631""}]",4749261777,46536496,donec vitae nisi nam ultrices libero,3/2/2010,4/27/2016
"[{""NPI"":""6878406951""}]",3921977835,26830023,non lectus aliquam sit,8/15/2010,5/4/2012
"[{""NPI"":""8665587128""},{""NPI"":""5683334640""}]",6851194791,72497453,lectus,5/19/2006,2/7/2007
"[{""NPI"":""1565913612""}]",9603555312,92172413,integer,1/12/2010,8/31/2013
